Title,URL,Category,Cleaned_Title
China,/news/world/asia/china,News,china
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Java Tutorial,https://www.geeksforgeeks.org/java/?ref=outind,Education,java tutorial
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Nightcap,https://www.cnn.com/specials/business/nightcap,News,nightcap
Jason Kelce surprises fan at Taylor Swift concert,https://bleacherreport.com/articles/10125995-video-jason-kelce-surprises-fan-wearing-his-eagles-jersey-at-taylor-swift-concert?utm_source=cnn.com&utm_medium=referral&utm_campaign=editorial,News,jason kelce surprises fan at taylor swift concert
Linked List,https://www.geeksforgeeks.org/python-linked-list/?ref=outind,Education,linked list
LinkedList Class,https://www.geeksforgeeks.org/linked-list-in-java/?ref=outind,Education,linkedlist class
PHP,https://www.geeksforgeeks.org/php-tutorial/?ref=outind,Education,php
GCP,https://www.geeksforgeeks.org/google-cloud-platform-tutorial/?ref=outindfooter,Education,gcp
Our finances,https://khanacademyannualreport.org/#finances,Education,our finances
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Media Center,https://media.netflix.com/,Entertainment,media center
मराठी,https://mr.khanacademy.org,Education,मर ठ 
Business,/business,News,business
Bitwise Algorithms,https://www.geeksforgeeks.org/introduction-to-bitwise-algorithms-data-structures-and-algorithms-tutorial/?ref=outind,Education,bitwise algorithms
Access Modifiers,https://www.geeksforgeeks.org/access-modifiers-java/?ref=outind,Education,access modifiers
"Gallery
The week in 34 photos",/2024/06/20/world/gallery/photos-this-week-june-13-june-20/index.html,News,gallery the week in 34 photos
REI,/cnn-underscored/deals/rei-4th-of-july-sale-2024-06-21,News,rei
Culture,/culture,News,culture
Soccer,https://bleacherreport.com/world-football,News,soccer
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Java OpenCV Programs,https://www.geeksforgeeks.org/java-opencv-programs/?ref=outind,Education,java opencv programs
CNN10,https://www.cnn.com/cnn10,News,cnn10
Art & Design,/culture/art,News,art   design
Sign up,/signup,Education,sign up
Health & Fitness,https://www.cnn.com/cnn-underscored/health-fitness,News,health   fitness
Social & emotional learning (Khan Kids),/kids,Education,social   emotional learning  khan kids 
Encapsulation,https://www.geeksforgeeks.org/encapsulation-in-java/?ref=outind,Education,encapsulation
Tackling US gun violence as a public health crisis – will it help?,/news/articles/cjqqelzgq17o,News,tackling us gun violence as a public health crisis   will it help 
ML Maths,https://www.geeksforgeeks.org/machine-learning-mathematics/?ref=outindfooter,Education,ml maths
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Company-Wise Preparation,https://www.geeksforgeeks.org/company-preparation/?ref=outindfooter,Education,company wise preparation
Wordpress Tutorial,https://www.geeksforgeeks.org/wordpress-tutorial/?ref=outind,Education,wordpress tutorial
"•
          Video
        
1:07



Clipped From Video",/2024/06/18/entertainment/video/patti-labelle-singing-discrimination-juneteenth-digvid,News,            video          1 07    clipped from video
FAANG Coding Sheet,https://www.geeksforgeeks.org/must-do-coding-questions-for-companies-like-amazon-microsoft-adobe/?ref=outind,Education,faang coding sheet
Flow Control in Java,https://www.geeksforgeeks.org/decision-making-javaif-else-switch-break-continue-jump/?ref=outind,Education,flow control in java
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Investor Relations,http://ir.netflix.com/,Entertainment,investor relations
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
AI for education,/college-careers-more/ai-for-education,Education,ai for education
Test new features,/new,Entertainment,test new features
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
High Level Design or HLD,https://www.geeksforgeeks.org/what-is-high-level-design-learn-system-design/?ref=outind,Education,high level design or hld
"Sports



Show all",https://bleacherreport.com/?utm_source=cnn.com&utm_medium=referral&utm_campaign=editorial,News,sports    show all
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
The unintended effect of the anti-Israel protests,/2024/06/23/opinions/israel-gaza-protests-jews-bitton/index.html,News,the unintended effect of the anti israel protests
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
JavaScript,https://www.geeksforgeeks.org/learn-javascript-js-roadmap-for-beginners/?ref=outind,Education,javascript
Sign In,/ca/login,Entertainment,sign in
"•
          Analysis
        
Analysis



Jonathan Ernst/Reuters/File",https://www.cnn.com/2024/06/24/politics/sotomayor-dobbs-obergefell-supreme-court-analysis-biskupic/index.html,News,            analysis          analysis    jonathan ernst reuters file
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
What’s next for McDavid and Draisaitl after SCF loss?,https://bleacherreport.com/articles/10121583-oilers-cup-or-bust-failure-means-end-of-connor-mcdavid-leon-draisaitl-era?utm_source=cnn.com&utm_medium=referral&utm_campaign=editorial,News,what s next for mcdavid and draisaitl after scf loss 
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
"Video
Classmates made deepfake nudes of her. New federal bill would make that a crime
1:52",/2024/06/20/us/video/teenager-victim-deepfake-nudes-federal-bill-elliston-berry-src-digvid,News,video classmates made deepfake nudes of her  new federal bill would make that a crime 1 52
Here are some of the policies Trump says he would enact if elected for a second term,https://www.cnn.com/interactive/2024/04/politics/trump-campaign-promises-dg/,News,here are some of the policies trump says he would enact if elected for a second term
4th grade,/math/cc-fourth-grade-math,Education,4th grade
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
"CNN podcasts



Show all",https://www.cnn.com/audio,News,cnn podcasts    show all
Go Language,https://www.geeksforgeeks.org/golang/?ref=outind,Education,go language
Access Modifiers,https://www.geeksforgeeks.org/access-modifiers-java/?ref=outind,Education,access modifiers
Account,/youraccount,Entertainment,account
MongoDB Tutorial,https://www.geeksforgeeks.org/mongodb-tutorial/?ref=outind,Education,mongodb tutorial
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Classes and Objects,https://www.geeksforgeeks.org/classes-objects-java/?ref=outind,Education,classes and objects
Shows A-Z,https://www.cnn.com/specials/tv/all-shows,News,shows a z
High school biology,/science/hs-biology,Education,high school biology
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
Beginner's DSA Sheet,https://www.geeksforgeeks.org/explore?page=1&sprint=ca8ae412173dbd8346c26a0295d098fd&sortBy=submissions&sprint_name=Beginner's DSA Sheet&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,beginner s dsa sheet
LIVEJulian Assange walks free after reaching plea deal in US court over leaking military secretsThe Wikileaks founder is due to fly home to Australia after the court proceedings in the Northern Marianas.,https://www.bbc.com/news/live/world-69145409,News,livejulian assange walks free after reaching plea deal in us court over leaking military secretsthe wikileaks founder is due to fly home to australia after the court proceedings in the northern marianas 
Asia,/news/world/asia,News,asia
An F1 driver-turned-DJ's guide to Barcelona,/travel/article/20240621-how-to-spend-a-weekend-in-barcelona-with-former-f1-pilot-jaime-alguersuari,News,an f1 driver turned dj s guide to barcelona
Problem of the Day,https://www.geeksforgeeks.org/problem-of-the-day?itm_source=geeksforgeeksitm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,problem of the day
Personal finance,/college-careers-more/personal-finance,Education,personal finance
Top 50 DP,https://www.geeksforgeeks.org/top-50-dynamic-programming-coding-problems-for-interviews/?ref=outindfooter,Education,top 50 dp
China space probe returns with rare Moon rocks The Chang'e-6 has landed after collecting the first ever samples from the far side of the Moon.20 hrs agoAsia,/news/articles/c04447venm1o,News,china space probe returns with rare moon rocks the chang e 6 has landed after collecting the first ever samples from the far side of the moon 20 hrs agoasia
Account,/youraccount,Entertainment,account
Machine Learning Tutorial,https://www.geeksforgeeks.org/machine-learning/?ref=outindfooter,Education,machine learning tutorial
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Media Center,https://media.netflix.com/,Entertainment,media center
Media Center,https://media.netflix.com/,Entertainment,media center
Media Center,https://media.netflix.com/,Entertainment,media center
Food Network,/wbd/hot-dog-ideas-for-your-next-cookout/index.html,News,food network
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
Postman,https://www.geeksforgeeks.org/postman-tutorial/?ref=outind,Education,postman
Languages,https://www.geeksforgeeks.org/introduction-to-programming-languages/?ref=outindfooter,Education,languages
Logarithms,https://www.geeksforgeeks.org/logarithms/?ref=outind,Education,logarithms
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
Cookie Preferences,#,Entertainment,cookie preferences
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
Taking Input in Python,https://www.geeksforgeeks.org/taking-input-in-python/?ref=outind,Education,taking input in python
Kamron Sanders / HGTV,/wbd/what-is-hydroponic-gardening-and-how-to-make-a-hydroponic-system/index.html,News,kamron sanders   hgtv
More news,https://www.bbc.com/news,News,more news
Europe,/news/world/europe,News,europe
Ways to Watch,/watch,Entertainment,ways to watch
Microsoft,https://www.geeksforgeeks.org/explore?page=1&company=Microsoft&sortBy=submissions&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,microsoft
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Weather & Science,/future-planet/weather-science,News,weather   science
Bucket Sort,https://www.geeksforgeeks.org/bucket-sort-2/?ref=outind,Education,bucket sort
"Video
Hiker missing for 10 days describes how a mountain lion followed him
1:13",/2024/06/24/us/video/hiker-missing-ten-days-rescued-lukas-mcclish-digvid,News,video hiker missing for 10 days describes how a mountain lion followed him 1 13
JavaScript,https://www.geeksforgeeks.org/learn-javascript-js-roadmap-for-beginners/?ref=outind,Education,javascript
Java Exercises,https://www.geeksforgeeks.org/java-exercises/?ref=outind,Education,java exercises
Earth,/future-planet,News,earth
Computer Network,https://www.geeksforgeeks.org/computer-network-tutorials/?ref=outindfooter,Education,computer network
Top 50 Graph,https://www.geeksforgeeks.org/top-50-graph-coding-problems-for-interviews/?ref=outindfooter,Education,top 50 graph
Nathan Laine/Bloomberg/Getty Images,/2024/06/25/style/paris-2024-olympic-village/index.html,News,nathan laine bloomberg getty images
Central America,/travel/destinations/central-america,News,central america
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
'Unusual environment' - booed Southgate on cups thrown at him,/sport/football/articles/cw00y6x3j07o,News, unusual environment    booed southgate on cups thrown at him
Hate getting into a hot car? These are the 12 best car sun shades to use this summer,/cnn-underscored/home/best-car-sun-shades,News,hate getting into a hot car  these are the 12 best car sun shades to use this summer
All There Is with Anderson Cooper,https://www.cnn.com/audio/podcasts/all-there-is-with-anderson-cooper,News,all there is with anderson cooper
Architecture,https://www.cnn.com/style/architecture,News,architecture
Ways to Watch,/watch,Entertainment,ways to watch
Only on Netflix,https://www.netflix.com/ca/browse/genre/839338,Entertainment,only on netflix
Aptitude for Placements,https://www.geeksforgeeks.org/aptitude-questions-and-answers/?ref=outind,Education,aptitude for placements
Iterator,https://www.geeksforgeeks.org/iterators-in-java/?ref=outind,Education,iterator
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
Our finances,https://khanacademyannualreport.org/#finances,Education,our finances
Chasing Life with Dr. Sanjay Gupta,https://www.cnn.com/audio/podcasts/chasing-life,News,chasing life with dr  sanjay gupta
"Search for courses, skills, and videos",/search,Education,search for courses  skills  and videos
Sign In,/ca/login,Entertainment,sign in
ქართული,https://ka.khanacademy.org,Education,ქართული
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Bubble Sort,https://www.geeksforgeeks.org/bubble-sort/?ref=outind,Education,bubble sort
Programming,https://www.geeksforgeeks.org/programming-tutorial/,Education,programming
Social media literacy,/college-careers-more/social-media-challenges-and-opportunities,Education,social media literacy
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Live Sport,/live/sport,News,live sport
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
Dua Lipa and Coldplay at Glastonbury,https://www.bbc.com/pages/glastonbury-live,News,dua lipa and coldplay at glastonbury
Merge Sort,https://www.geeksforgeeks.org/merge-sort/?ref=outind,Education,merge sort
Samuel Corum/Getty Images,https://www.cnn.com/interactive/2024/04/politics/trump-campaign-promises-dg/,News,samuel corum getty images
FAQ,https://help.netflix.com/support/412,Entertainment,faq
The best products on sale today that are truly discounted,/cnn-underscored/deals/best-online-sales-right-now-2024-06-25,News,the best products on sale today that are truly discounted
OOPs Interview Questions and Answers,https://www.geeksforgeeks.org/oops-interview-questions/?ref=outind,Education,oops interview questions and answers
Ways to Watch,/watch,Entertainment,ways to watch
Java Collections,https://www.geeksforgeeks.org/collections-in-java-2/?ref=outind,Education,java collections
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Influential with Katty Kay,https://www.bbc.com/worklife/tags/influential-with-katty-kay,News,influential with katty kay
Entertainment News,/culture/entertainment-news,News,entertainment news
Germany unveils new visa for non-EU citizens,/travel/article/20240624-germanys-new-opportunity-visa-makes-it-easier-for-skilled-workers-to-immigrate,News,germany unveils new visa for non eu citizens
Celebrity,https://www.cnn.com/entertainment/celebrities,News,celebrity
Adventures,/travel/adventures,News,adventures
Python Programming Examples,https://www.geeksforgeeks.org/python-programming-examples/?ref=outind,Education,python programming examples
Jamaal Bowman loses most expensive primary race everThe war in Gaza loomed large over the hotly anticipated election in New York's 16th district. 3 hrs agoUS & Canada,/news/articles/cz99x0w65dyo,News,jamaal bowman loses most expensive primary race everthe war in gaza loomed large over the hotly anticipated election in new york s 16th district  3 hrs agous   canada
Get ready for Algebra 2,/math/get-ready-for-algebra-ii,Education,get ready for algebra 2
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
Media,https://www.cnn.com/business/media,News,media
New mpox strain in DR Congo 'most dangerous yet',/news/articles/c2vv0pgggqzo,News,new mpox strain in dr congo  most dangerous yet 
MongoDB Tutorial,https://www.geeksforgeeks.org/mongodb-tutorial/?ref=outind,Education,mongodb tutorial
American Sign Language,https://sgn-us.khanacademy.org,Education,american sign language
"Medal MomentsYour global guide to the Paris Olympics, from key highlights to heroic stories, daily to your inbox throughout the Games.",https://cloud.email.bbc.com/medalmoments_newsletter_signup?&at_bbc_team=studios&at_medium=emails&at_objective=acquisition&at_ptr_type=&at_ptr_name=bbc.com&at_format=Module&at_link_origin=homepage&at_campaign=olympics2024&at_campaign_id=&at_adset_name=&at_adset_id=&at_creation=&at_creative_id=&at_campaign_type=owned,News,medal momentsyour global guide to the paris olympics  from key highlights to heroic stories  daily to your inbox throughout the games 
"Abe Lincoln wax sculpture melts in brutal DC heat The head from the statue is now under repair, leaving a wire sticking out of the 16th president's neck. 15 hrs agoUS & Canada",/news/articles/c0xxjn07d6qo,News,abe lincoln wax sculpture melts in brutal dc heat the head from the statue is now under repair  leaving a wire sticking out of the 16th president s neck  15 hrs agous   canada
Developers,https://developers.google.com/youtube,Entertainment,developers
DSA Roadmap,https://www.geeksforgeeks.org/complete-roadmap-to-learn-dsa-from-scratch/?ref=outindfooter,Education,dsa roadmap
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Geometric Algorithms,https://www.geeksforgeeks.org/geometric-algorithms/?ref=outind,Education,geometric algorithms
Ukraine-Russia War,https://www.cnn.com/world/europe/ukraine,News,ukraine russia war
Pets,https://www.cnn.com/cnn-underscored/pets,News,pets
"Patti LaBelle reflects on discrimination early in her career
1:07",/2024/06/18/entertainment/video/patti-labelle-singing-discrimination-juneteenth-digvid,News,patti labelle reflects on discrimination early in her career 1 07
Packages,https://www.geeksforgeeks.org/packages-in-java/?ref=outind,Education,packages
ქართული,https://ka.khanacademy.org,Education,ქართული
Account,/youraccount,Entertainment,account
Tackling US gun violence as a public health crisis – will it help?The first-of-its-kind report aims to change the discussion around guns in the US and remove divisive politics in hopes of curbing deaths.,/news/articles/cjqqelzgq17o,News,tackling us gun violence as a public health crisis   will it help the first of its kind report aims to change the discussion around guns in the us and remove divisive politics in hopes of curbing deaths 
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
PL/SQL Interview Questions,https://www.geeksforgeeks.org/pl-sql-interview-questions/?ref=outind,Education,pl sql interview questions
Account,/youraccount,Entertainment,account
Election poll tracker: How do the parties compare?,/news/uk-politics-68079726,News,election poll tracker  how do the parties compare 
Jeff Haynes/NBAE/Getty Images/File,https://bleacherreport.com/articles/10125965-bronny-james-would-make-nba-history-as-1st-time-a-son-is-drafted-with-father-active?utm_source=cnn.com&utm_medium=referral&utm_campaign=editorial,News,jeff haynes nbae getty images file
How Man Utd 'laughing stock' Rangnick restored reputation with AustriaRalf Rangnick struggled during his interim stint at Manchester United but he has restored his reputation at Austria and led them to the Euro 2024 knockouts.8 hrs agoEuropean Championship,/sport/football/articles/cy008ky5p97o,News,how man utd  laughing stock  rangnick restored reputation with austriaralf rangnick struggled during his interim stint at manchester united but he has restored his reputation at austria and led them to the euro 2024 knockouts 8 hrs agoeuropean championship
Media Center,https://media.netflix.com/,Entertainment,media center
Python String,https://www.geeksforgeeks.org/python-string/?ref=outind,Education,python string
Python Programming Examples,https://www.geeksforgeeks.org/python-programming-examples/?ref=outind,Education,python programming examples
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Data Analysis with Python,https://www.geeksforgeeks.org/data-analysis-with-python/?ref=outind,Education,data analysis with python
Pattern Searching,https://www.geeksforgeeks.org/introduction-to-pattern-searching-data-structure-and-algorithm-tutorial/?ref=outind,Education,pattern searching
CNN reveals America’s Best Towns to Visit in 2024,/travel/best-towns-america-2024-intro/index.html,News,cnn reveals america s best towns to visit in 2024
Tug of War,https://www.cnn.com/audio/podcasts/tug-of-war,News,tug of war
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Ice cream recall,/2024/06/25/health/friendlys-hersheys-ice-cream-recall/index.html,News,ice cream recall
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
The robots hunting Nazi-era bombs in the sea,/future/article/20240621-the-robots-hunting-ww2-bombs-in-the-sea,News,the robots hunting nazi era bombs in the sea
Investor Relations,http://ir.netflix.com/,Entertainment,investor relations
AngularJS,https://www.geeksforgeeks.org/angularjs/?ref=outindfooter,Education,angularjs
CNN Store,https://store.cnn.com/?utm_source=cnn.com&utm_medium=referral&utm_campaign=navbar,News,cnn store
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Test new features,/new,Entertainment,test new features
Jamaal Bowman loses most expensive primary race ever,/news/articles/cz99x0w65dyo,News,jamaal bowman loses most expensive primary race ever
Technology of Business,/business/technology-of-business,News,technology of business
Creators,https://www.youtube.com/creators/,Entertainment,creators
Terms,/t/terms,Entertainment,terms
"Ever wonder how hurricanes are named? CNN’s meteorologist explains
2:03",/2024/06/18/weather/video/atlantic-hurricane-list-2024-dig-vid,News,ever wonder how hurricanes are named  cnn s meteorologist explains 2 03
Python Dictionary,https://www.geeksforgeeks.org/python-dictionary/?ref=outind,Education,python dictionary
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
British Broadcasting Corporation,/,News,british broadcasting corporation
Test new features,/new,Entertainment,test new features
Perl,https://www.geeksforgeeks.org/perl-programming-language/?ref=outind,Education,perl
Code Formatters,https://www.geeksforgeeks.org/online-code-formatter/?ref=outindfooter,Education,code formatters
"New York judge partially lifts Trump gag order in hush-money caseTrump is allowed to make comments about witnesses in the case, but still can't speak about court staff. 12 hrs agoUS & Canada",/news/articles/c4nng64rnp3o,News,new york judge partially lifts trump gag order in hush money casetrump is allowed to make comments about witnesses in the case  but still can t speak about court staff  12 hrs agous   canada
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
B+ Tree,https://www.geeksforgeeks.org/introduction-of-b-tree/?ref=outind,Education,b  tree
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
Greedy Algorithms,https://www.geeksforgeeks.org/introduction-to-greedy-algorithm-data-structures-and-algorithm-tutorials/?ref=outind,Education,greedy algorithms
Queue,https://www.geeksforgeeks.org/queue-in-python/?ref=outind,Education,queue
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
Developers,https://developers.google.com/youtube,Entertainment,developers
Developers,https://developers.google.com/youtube,Entertainment,developers
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
Satellite imagery may provide a missing puzzle piece in Easter Island saga,/2024/06/21/science/easter-island-what-happened-civilization-collapse-scn/index.html,News,satellite imagery may provide a missing puzzle piece in easter island saga
Developers,https://developers.google.com/youtube,Entertainment,developers
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
BBC Newsline signed summary,/news/videos/ckdd22kyq81o,News,bbc newsline signed summary
Experienced Interviews,https://www.geeksforgeeks.org/experienced-interview-experiences-company-wise/?ref=outind,Education,experienced interviews
Test new features,/new,Entertainment,test new features
Learn Complete Web Development,https://www.geeksforgeeks.org/web-development/?ref=outind,Education,learn complete web development
Weather,https://www.bbc.com/weather,News,weather
Computer Network,https://www.geeksforgeeks.org/computer-network-tutorials/?ref=outindfooter,Education,computer network
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Olympics,https://www.cnn.com/sport/paris-olympics-2024,News,olympics
Where a celebrity chef eats in Paris,/travel/article/20240620-a-french-culinary-icons-guide-to-pariss-restaurants,News,where a celebrity chef eats in paris
Python String,https://www.geeksforgeeks.org/python-string/?ref=outind,Education,python string
"In the blink of an eye, a wildfire changed my life forever",/2024/06/24/opinions/cedar-fire-wildfire-survival-resilience-younger/index.html,News,in the blink of an eye  a wildfire changed my life forever
Speed Test,https://fast.com,Entertainment,speed test
Typing Test,https://www.geeksforgeeks.org/free-typing-test/?ref=outindfooter,Education,typing test
Ways to Watch,/watch,Entertainment,ways to watch
Ways to Watch,/watch,Entertainment,ways to watch
Developers,https://developers.google.com/youtube,Entertainment,developers
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Live,/live,News,live
Jim Bourg/Pool/AFP/Getty Images/File,/2024/06/15/politics/trump-biden-cnn-debate-rules/index.html,News,jim bourg pool afp getty images file
Programming,https://www.geeksforgeeks.org/programming-tutorial/,Education,programming
Photos,https://www.cnn.com/world/photos,News,photos
ಕನ್ನಡ,https://kn.khanacademy.org,Education,ಕನ ನಡ
Hotel accused of canceling Israeli guest’s reservation because of ‘war crimes’,/2024/06/24/travel/japanese-hotel-accused-canceling-israeli-guest-reservation-war-crimes-hnk/index.html,News,hotel accused of canceling israeli guest s reservation because of  war crimes 
Android Interview Questions,https://www.geeksforgeeks.org/top-50-android-interview-questions-answers-sde-i-to-sde-iii/?ref=outind,Education,android interview questions
日本語,https://ja.khanacademy.org,Education,日本語
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Luke Sharrett/Bloomberg/Getty Images,/2024/06/17/tech/mcdonalds-ai-drive-thru-program/index.html,News,luke sharrett bloomberg getty images
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
Cookie Policy,https://www.geeksforgeeks.org/cookie-policy/,Education,cookie policy
Sign up,/signup,Education,sign up
Core Java MCQ,https://www.geeksforgeeks.org/java-multiple-choice-questions/?ref=outind,Education,core java mcq
latviešu,https://lv.khanacademy.org,Education,latviešu
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Typing Test,https://www.geeksforgeeks.org/free-typing-test/?ref=outindfooter,Education,typing test
Databases in System Design,https://www.geeksforgeeks.org/complete-reference-to-databases-in-designing-systems/?ref=outind,Education,databases in system design
DSA,https://www.geeksforgeeks.org/learn-data-structures-and-algorithms-dsa-tutorial/,Education,dsa
Linear Search,https://www.geeksforgeeks.org/linear-search/?ref=outind,Education,linear search
Linux System Administration,https://www.geeksforgeeks.org/beginners-guide-to-linux-system-administration/?ref=outind,Education,linux system administration
Terms,/t/terms,Entertainment,terms
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
Web Design,https://www.geeksforgeeks.org/web-design/?ref=outind,Education,web design
Careers,/college-careers-more/career-content,Education,careers
Joe Manchin: The message I’m sending,/2024/06/25/opinions/pac-money-bipartisanship-independent-candidates-manchin/index.html,News,joe manchin  the message i m sending
Support community,https://khanacademy.zendesk.com/hc/en-us/community/topics,Education,support community
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Some of our favorite mattresses just went on sale in time for 4th of July,/cnn-underscored/deals/4th-of-july-mattress-sales-2024-06-24,News,some of our favorite mattresses just went on sale in time for 4th of july
Sorting Algorithms,https://www.geeksforgeeks.org/sorting-algorithms-in-python/?ref=outind,Education,sorting algorithms
Flask Interview Questions,https://www.geeksforgeeks.org/flask-interview-questions-and-answers/?ref=outind,Education,flask interview questions
Software Testing Tutorial,https://www.geeksforgeeks.org/software-testing-tutorial/?ref=outind,Education,software testing tutorial
UML Diagrams,https://www.geeksforgeeks.org/unified-modeling-language-uml-introduction/?ref=outindfooter,Education,uml diagrams
Help center,https://khanacademy.zendesk.com/hc/en-us,Education,help center
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
Sign In,/ca/login,Entertainment,sign in
Investor Relations,http://ir.netflix.com/,Entertainment,investor relations
Developers,https://developers.google.com/youtube,Entertainment,developers
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
Master System Design,https://www.geeksforgeeks.org/courses/mastering-system-design-low-level-to-high-level-solutions?utm_source=geeksforgeeks&utm_medium=footer&utm_campaign=course/?ref=footer,Education,master system design
Watch: The courthouse Assange travelled toThe BBC's Shaimaa Khalil reports from outside the courthouse in Saipan that Assange travelled to.3 hrs agoUS & Canada,/news/videos/cgrrl6g0w66o,News,watch  the courthouse assange travelled tothe bbc s shaimaa khalil reports from outside the courthouse in saipan that assange travelled to 3 hrs agous   canada
Scalability in System Design,https://www.geeksforgeeks.org/what-is-scalability-and-how-to-achieve-it-learn-system-design/?ref=outind,Education,scalability in system design
Data Structure & Algorithm(Python),https://www.geeksforgeeks.org/courses/Data-Structures-With-Python?itm_source=geeksforgeeks&itm_medium=main_header&itm_campaign=courses,Education,data structure   algorithm python 
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
DBMS,https://www.geeksforgeeks.org/dbms/?ref=outind,Education,dbms
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
Sustainable Business,/future-planet/sustainable-business,News,sustainable business
Boat trippers capture playful pod of dolphins,/news/videos/c3ggvr34l37o,News,boat trippers capture playful pod of dolphins
français,https://fr.khanacademy.org,Education,français
Database Management System,https://www.geeksforgeeks.org/dbms/?ref=outindfooter,Education,database management system
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
Logarithms,https://www.geeksforgeeks.org/logarithms/?ref=outind,Education,logarithms
